"","gene_id","gene_name","gene_type"
"60883","ENSMUSG00000083782.1","Gm11660","processed_pseudogene"
"60884","ENSMUSG00000020687.13","Cdc27","protein_coding"
"60885","ENSMUSG00000061086.12","Myl4","protein_coding"
"60886","ENSMUSG00000086222.1","Gm11665","antisense"
"60887","ENSMUSG00000086932.1","Gm22000","processed_transcript"
"60888","ENSMUSG00000081588.1","Gm11661","transcribed_processed_pseudogene"
"60889","ENSMUSG00000082706.1","Gm11663","processed_pseudogene"
"60890","ENSMUSG00000020689.4","Itgb3","protein_coding"
"60891","ENSMUSG00000083748.1","Gm11662","processed_pseudogene"
"60892","ENSMUSG00000040838.10","Gm11639","protein_coding"
"60893","ENSMUSG00000081513.1","Gm11623","processed_pseudogene"
"60894","ENSMUSG00000080694.1","Gm11621","processed_pseudogene"
"60895","ENSMUSG00000082767.1","Gm11622","processed_pseudogene"
"60896","ENSMUSG00000084120.1","Gm11624","processed_pseudogene"
"60897","ENSMUSG00000020690.12","Efcab3","protein_coding"
"60899","ENSMUSG00000020691.13","Mettl2","protein_coding"
"60901","ENSMUSG00000075485.1","Gm10842","protein_coding"
"60902","ENSMUSG00000081965.1","Gm11620","processed_pseudogene"
"60903","ENSMUSG00000099681.1","1700052K11Rik","antisense"
"60904","ENSMUSG00000020694.17","Tlk2","protein_coding"
"60905","ENSMUSG00000020695.14","Mrc2","protein_coding"
"60906","ENSMUSG00000078627.9","March10","protein_coding"
"60907","ENSMUSG00000086487.1","Gm11638","processed_transcript"
"60908","ENSMUSG00000086089.1","Gm11640","antisense"
"60909","ENSMUSG00000053580.16","Tanc2","protein_coding"
"60910","ENSMUSG00000080681.1","Gm23990","miRNA"
"60911","ENSMUSG00000083465.1","Gm11652","processed_pseudogene"
"60912","ENSMUSG00000081270.1","Gm11653","processed_pseudogene"
"60913","ENSMUSG00000019590.16","Cyb561","protein_coding"
"60915","ENSMUSG00000085297.1","Gm11651","antisense"
"60916","ENSMUSG00000020681.14","Ace","protein_coding"
"60917","ENSMUSG00000101605.1","Ace3","protein_coding"
"60918","ENSMUSG00000001901.15","Kcnh6","protein_coding"
"60919","ENSMUSG00000049354.8","Dcaf7","protein_coding"
"60920","ENSMUSG00000085033.1","Gm11646","antisense"
"60921","ENSMUSG00000085255.1","Taco1os","antisense"
"60922","ENSMUSG00000001983.7","Taco1","protein_coding"
"60923","ENSMUSG00000020700.11","Map3k3","protein_coding"
"60924","ENSMUSG00000085229.1","Gm11672","antisense"
"60925","ENSMUSG00000040699.13","Limd2","protein_coding"
"60926","ENSMUSG00000075480.1","Gm10840","protein_coding"
"60927","ENSMUSG00000069631.14","Strada","protein_coding"
"60929","ENSMUSG00000078622.8","Ccdc47","protein_coding"
"60930","ENSMUSG00000020705.6","Ddx42","protein_coding"
"60931","ENSMUSG00000020706.13","Ftsj3","protein_coding"
"60932","ENSMUSG00000020708.12","Psmc5","protein_coding"
"60934","ENSMUSG00000078619.10","Smarcd2","protein_coding"
"60935","ENSMUSG00000020712.11","Tcam1","protein_coding"
"60936","ENSMUSG00000020713.6","Gh","protein_coding"
"60937","ENSMUSG00000040592.11","Cd79b","protein_coding"
"60938","ENSMUSG00000001027.7","Scn4a","protein_coding"
"60939","ENSMUSG00000009210.10","Prr29","protein_coding"
"60940","ENSMUSG00000001029.15","Icam2","protein_coding"
"60941","ENSMUSG00000020715.9","Ern1","protein_coding"
"60945","ENSMUSG00000040548.16","Tex2","protein_coding"
"60946","ENSMUSG00000020717.19","Pecam1","protein_coding"
"60947","ENSMUSG00000040528.15","Milr1","protein_coding"
"60949","ENSMUSG00000020718.12","Polg2","protein_coding"
"60950","ENSMUSG00000020719.14","Ddx5","protein_coding"
"60951","ENSMUSG00000093273.2","Mir3064","miRNA"
"60952","ENSMUSG00000093133.1","Gm25994","miRNA"
"60953","ENSMUSG00000018372.13","Cep95","protein_coding"
"60954","ENSMUSG00000084930.1","Gm11706","antisense"
"60955","ENSMUSG00000018363.16","Smurf2","protein_coding"
"60956","ENSMUSG00000099125.1","Gm27322","miRNA"
"60957","ENSMUSG00000086481.1","Gm11707","lincRNA"
"60958","ENSMUSG00000018362.14","Kpna2","protein_coding"
"60959","ENSMUSG00000083356.1","Gm11708","processed_pseudogene"
"60960","ENSMUSG00000078607.5","1810010H24Rik","protein_coding"
"60961","ENSMUSG00000040481.17","Bptf","protein_coding"
"60962","ENSMUSG00000087596.1","Gm11715","antisense"
"60963","ENSMUSG00000018433.14","Nol11","protein_coding"
"60964","ENSMUSG00000081103.1","Rps12-ps26","processed_pseudogene"
"60965","ENSMUSG00000081360.1","Gm11718","processed_pseudogene"
"60966","ENSMUSG00000040430.18","Pitpnc1","protein_coding"
"60967","ENSMUSG00000081995.1","Gm11719","processed_pseudogene"
"60968","ENSMUSG00000086298.1","Gm11716","antisense"
"60969","ENSMUSG00000087683.1","Gm11712","antisense"
"60970","ENSMUSG00000085245.1","Gm11713","antisense"
"60971","ENSMUSG00000087113.1","Gm11714","processed_transcript"
"60972","ENSMUSG00000020720.13","Psmd12","protein_coding"
"60973","ENSMUSG00000086442.1","Gm11722","sense_intronic"
"60974","ENSMUSG00000085864.1","C330019F10Rik","lincRNA"
"60975","ENSMUSG00000059706.4","A830035A12Rik","processed_transcript"
"60976","ENSMUSG00000083996.1","Gm11649","transcribed_processed_pseudogene"
"60977","ENSMUSG00000020721.16","Helz","protein_coding"
"60978","ENSMUSG00000098497.1","Mir6932","miRNA"
"60979","ENSMUSG00000020722.5","Cacng1","protein_coding"
"60980","ENSMUSG00000020723.3","Cacng4","protein_coding"
"60981","ENSMUSG00000087184.1","Gm11650","processed_transcript"
"60984","ENSMUSG00000040373.12","Cacng5","protein_coding"
"60985","ENSMUSG00000050965.14","Prkca","protein_coding"
"60986","ENSMUSG00000086078.1","Gm11657","antisense"
"60987","ENSMUSG00000098989.1","Mir7223","miRNA"
"60988","ENSMUSG00000084978.1","Gm11655","antisense"
"60989","ENSMUSG00000000049.11","Apoh","protein_coding"
"60990","ENSMUSG00000084916.1","Gm11656","sense_intronic"
"60991","ENSMUSG00000082544.1","Gm11667","processed_pseudogene"
"60992","ENSMUSG00000020728.17","Cep112","protein_coding"
"60993","ENSMUSG00000086761.1","Cep112os1","antisense"
"60994","ENSMUSG00000081016.1","Olfr1397-ps1","unprocessed_pseudogene"
"60995","ENSMUSG00000083723.1","Rpl23a-ps14","processed_pseudogene"
"60996","ENSMUSG00000085811.1","Cep112it","sense_intronic"
"60997","ENSMUSG00000000142.15","Axin2","protein_coding"
"60998","ENSMUSG00000086268.1","Gm11670","antisense"
"60999","ENSMUSG00000081392.1","Gm11668","processed_pseudogene"
"61001","ENSMUSG00000078605.2","E030025P04Rik","protein_coding"
"61002","ENSMUSG00000081524.3","Gm11658","processed_pseudogene"
"61003","ENSMUSG00000020599.13","Rgs9","protein_coding"
"61004","ENSMUSG00000099630.1","1700096J18Rik","lincRNA"
"61005","ENSMUSG00000056687.9","Gm11696","antisense"
"61006","ENSMUSG00000020611.14","Gna13","protein_coding"
"61007","ENSMUSG00000045065.7","9930022D16Rik","protein_coding"
"61008","ENSMUSG00000020610.16","Amz2","protein_coding"
"61009","ENSMUSG00000085326.1","Gm15642","antisense"
"61010","ENSMUSG00000041920.14","Slc16a6","protein_coding"
"61011","ENSMUSG00000080530.1","Gm25540","miRNA"
"61012","ENSMUSG00000020604.13","Arsg","protein_coding"
"61014","ENSMUSG00000041895.15","Wipi1","protein_coding"
"61015","ENSMUSG00000086733.1","Gm11685","lincRNA"
"61016","ENSMUSG00000020612.16","Prkar1a","protein_coding"
"61017","ENSMUSG00000020614.13","Fam20a","protein_coding"
"61018","ENSMUSG00000085734.1","Gm11684","antisense"
"61019","ENSMUSG00000020617.13","1700012B07Rik","protein_coding"
"61020","ENSMUSG00000087139.1","Gm11683","antisense"
"61021","ENSMUSG00000087393.1","1700023C21Rik","lincRNA"
"61022","ENSMUSG00000020620.14","Abca8b","protein_coding"
"61023","ENSMUSG00000085629.1","Gm11697","antisense"
"61024","ENSMUSG00000041828.15","Abca8a","protein_coding"
"61025","ENSMUSG00000041797.7","Abca9","protein_coding"
"61026","ENSMUSG00000044749.13","Abca6","protein_coding"
"61027","ENSMUSG00000018800.14","Abca5","protein_coding"
"61028","ENSMUSG00000020623.11","Map2k6","protein_coding"
"61029","ENSMUSG00000085985.1","Gm11682","lincRNA"
"61030","ENSMUSG00000051497.15","Kcnj16","protein_coding"
"61031","ENSMUSG00000041695.2","Kcnj2","protein_coding"
"61032","ENSMUSG00000082272.1","Gm11675","processed_pseudogene"
"61033","ENSMUSG00000082448.1","Gm11676","processed_pseudogene"
"61034","ENSMUSG00000081666.1","Gm11677","processed_pseudogene"
"61035","ENSMUSG00000086752.1","Gm11674","lincRNA"
"61036","ENSMUSG00000081088.1","Gm11679","processed_pseudogene"
"61037","ENSMUSG00000085324.1","Gm11680","lincRNA"
"61038","ENSMUSG00000041674.16","BC006965","processed_transcript"
"61039","ENSMUSG00000000567.5","Sox9","protein_coding"
"61040","ENSMUSG00000075437.4","Gm11681","lincRNA"
"61041","ENSMUSG00000020624.3","4933434M16Rik","lincRNA"
"61042","ENSMUSG00000087259.7","2610035D17Rik","lincRNA"
"61043","ENSMUSG00000085421.1","4732490B19Rik","lincRNA"
"61044","ENSMUSG00000041654.15","Slc39a11","protein_coding"
"61045","ENSMUSG00000078251.2","Gm16487","pseudogene"
"61046","ENSMUSG00000047904.6","Sstr2","protein_coding"
"61047","ENSMUSG00000018661.17","Cog1","protein_coding"
"61048","ENSMUSG00000041629.7","Fam104a","protein_coding"
"61049","ENSMUSG00000083339.1","Gm11693","processed_pseudogene"
"61050","ENSMUSG00000041623.17","D11Wsu47e","protein_coding"
"61051","ENSMUSG00000018727.19","Cpsf4l","protein_coding"
"61052","ENSMUSG00000041598.7","Cdc42ep4","protein_coding"
"61053","ENSMUSG00000083090.1","Gm11736","processed_pseudogene"
"61054","ENSMUSG00000041592.16","Sdk2","protein_coding"
"61055","ENSMUSG00000086760.1","1700025D23Rik","lincRNA"
"61056","ENSMUSG00000086135.1","1700001J04Rik","antisense"
"61057","ENSMUSG00000078600.1","1700092K14Rik","processed_transcript"
"61058","ENSMUSG00000085844.1","Gm11690","lincRNA"
"61059","ENSMUSG00000075431.6","Gm11691","lincRNA"
"61060","ENSMUSG00000081548.1","Gm11692","processed_pseudogene"
"61061","ENSMUSG00000062391.3","4932435O22Rik","lincRNA"
"61062","ENSMUSG00000083769.1","Gm11689","processed_pseudogene"
"61063","ENSMUSG00000057322.12","Rpl38","protein_coding"
"61064","ENSMUSG00000034714.9","Ttyh2","protein_coding"
"61065","ENSMUSG00000034706.16","Dnaic2","protein_coding"
"61066","ENSMUSG00000010021.13","Kif19a","protein_coding"
"61067","ENSMUSG00000000202.9","Btbd17","protein_coding"
"61068","ENSMUSG00000034677.9","Gpr142","protein_coding"
"61069","ENSMUSG00000051043.16","Gprc5c","protein_coding"
"61070","ENSMUSG00000034652.12","Cd300a","protein_coding"
"61071","ENSMUSG00000083237.1","Gm11698","processed_pseudogene"
"61072","ENSMUSG00000063193.8","Cd300lb","protein_coding"
"61073","ENSMUSG00000083677.1","Gm11699","processed_pseudogene"
"61074","ENSMUSG00000058728.14","Cd300c","protein_coding"
"61075","ENSMUSG00000034641.2","Cd300ld","protein_coding"
"61076","ENSMUSG00000044811.13","Cd300c2","protein_coding"
"61077","ENSMUSG00000089753.9","Cd300ld2","protein_coding"
"61078","ENSMUSG00000069609.7","Cd300ld4","protein_coding"
"61079","ENSMUSG00000089722.2","Cd300ld5","protein_coding"
"61080","ENSMUSG00000069607.4","Cd300ld3","protein_coding"
"61081","ENSMUSG00000048498.7","Cd300e","protein_coding"
"61082","ENSMUSG00000020732.13","Rab37","protein_coding"
"61083","ENSMUSG00000047798.15","Cd300lf","protein_coding"
"61084","ENSMUSG00000020733.3","Slc9a3r1","protein_coding"
"61085","ENSMUSG00000015542.17","Nat9","protein_coding"
"61086","ENSMUSG00000045980.13","Tmem104","protein_coding"
"61087","ENSMUSG00000020734.13","Grin2c","protein_coding"
"61088","ENSMUSG00000089544.1","Gm25837","miRNA"
"61089","ENSMUSG00000018861.8","Fdxr","protein_coding"
"61090","ENSMUSG00000044788.10","Fads6","protein_coding"
"61091","ENSMUSG00000050201.9","Otop2","protein_coding"
"61092","ENSMUSG00000045288.10","Ush1g","protein_coding"
"61093","ENSMUSG00000018862.11","Otop3","protein_coding"
"61094","ENSMUSG00000034586.14","Hid1","protein_coding"
"61095","ENSMUSG00000050910.5","Cdr2l","protein_coding"
"61096","ENSMUSG00000018858.15","Mrpl58","protein_coding"
"61097","ENSMUSG00000085072.1","Ict1os","antisense"
"61098","ENSMUSG00000034566.10","Atp5h","protein_coding"
"61099","ENSMUSG00000016940.18","Kctd2","protein_coding"
"61100","ENSMUSG00000070332.4","Trim80","protein_coding"
"61101","ENSMUSG00000093096.1","Mir3968","miRNA"
"61102","ENSMUSG00000085651.1","Gm11695","antisense"
"61103","ENSMUSG00000045775.15","Slc16a5","protein_coding"
"61104","ENSMUSG00000057219.11","Armc7","protein_coding"
"61105","ENSMUSG00000020736.12","Nt5c","protein_coding"
"61106","ENSMUSG00000081376.1","Gm11694","processed_pseudogene"
"61107","ENSMUSG00000020737.12","Jpt1","protein_coding"
"61108","ENSMUSG00000020738.16","Sumo2","protein_coding"
"61109","ENSMUSG00000020739.11","Nup85","protein_coding"
"61110","ENSMUSG00000020740.13","Gga3","protein_coding"
"61112","ENSMUSG00000046756.10","Mrps7","protein_coding"
"61113","ENSMUSG00000020743.15","Mif4gd","protein_coding"
"61114","ENSMUSG00000020744.13","Slc25a19","protein_coding"
"61115","ENSMUSG00000097020.1","Gm26613","lincRNA"
"61116","ENSMUSG00000059923.13","Grb2","protein_coding"
"61117","ENSMUSG00000084277.1","Gm11702","processed_pseudogene"
"61118","ENSMUSG00000083394.2","Gm11703","processed_pseudogene"
"61120","ENSMUSG00000084130.1","Gm11704","processed_pseudogene"
"61121","ENSMUSG00000020747.17","Tmem94","protein_coding"
"61122","ENSMUSG00000093539.1","Mir5621","miRNA"
"61123","ENSMUSG00000034471.12","Caskin2","protein_coding"
"61124","ENSMUSG00000020781.14","Tsen54","protein_coding"
"61125","ENSMUSG00000020782.18","Llgl2","protein_coding"
"61126","ENSMUSG00000034427.17","Myo15b","protein_coding"
"61127","ENSMUSG00000020752.11","Recql5","protein_coding"
"61128","ENSMUSG00000048442.15","Smim5","protein_coding"
"61129","ENSMUSG00000075420.6","Smim6","protein_coding"
"61130","ENSMUSG00000087072.1","Recql5os1","antisense"
"61131","ENSMUSG00000020755.9","Sap30bp","protein_coding"
"61132","ENSMUSG00000087064.1","Sap30bpos","antisense"
"61133","ENSMUSG00000020758.15","Itgb4","protein_coding"
"61134","ENSMUSG00000097800.1","B230344G16Rik","lincRNA"
"61135","ENSMUSG00000020766.4","Galk1","protein_coding"
"61136","ENSMUSG00000016559.14","H3f3b","protein_coding"
"61137","ENSMUSG00000020770.13","Unk","protein_coding"
"61138","ENSMUSG00000057948.12","Unc13d","protein_coding"
"61139","ENSMUSG00000034341.17","Wbp2","protein_coding"
"61140","ENSMUSG00000020773.11","Trim47","protein_coding"
"61141","ENSMUSG00000054517.9","Trim65","protein_coding"
"61142","ENSMUSG00000020775.13","Mrpl38","protein_coding"
"61143","ENSMUSG00000020776.18","Fbf1","protein_coding"
"61146","ENSMUSG00000020777.16","Acox1","protein_coding"
"61147","ENSMUSG00000020778.12","Ten1","protein_coding"
"61148","ENSMUSG00000092300.7","Cdk3-ps","polymorphic_pseudogene"
"61149","ENSMUSG00000034282.3","Evpl","protein_coding"
"61150","ENSMUSG00000020780.15","Srp68","protein_coding"
"61151","ENSMUSG00000020793.5","Galr2","protein_coding"
"61152","ENSMUSG00000020792.15","Exoc7","protein_coding"
"61153","ENSMUSG00000097117.1","Gm26730","lincRNA"
"61155","ENSMUSG00000034227.7","Foxj1","protein_coding"
"61156","ENSMUSG00000052949.14","Rnf157","protein_coding"
"61157","ENSMUSG00000081929.1","Rps11-ps2","processed_pseudogene"
"61158","ENSMUSG00000050628.6","Ubald2","protein_coding"
"61159","ENSMUSG00000070331.14","Qrich2","protein_coding"
"61160","ENSMUSG00000086826.1","Gm11739","antisense"
"61161","ENSMUSG00000015869.16","Prpsap1","protein_coding"
"61162","ENSMUSG00000081318.1","Rpl36-ps1","processed_pseudogene"
"61163","ENSMUSG00000100779.1","Gm29292","antisense"
"61164","ENSMUSG00000061878.15","Sphk1","protein_coding"
"61165","ENSMUSG00000020802.8","Ube2o","protein_coding"
"61166","ENSMUSG00000083314.1","Gm11742","processed_pseudogene"
"61167","ENSMUSG00000020804.12","Aanat","protein_coding"
"61168","ENSMUSG00000020806.15","Rhbdf2","protein_coding"
"61169","ENSMUSG00000020810.5","Cygb","protein_coding"
"61170","ENSMUSG00000075410.13","Prcd","protein_coding"
"61171","ENSMUSG00000020812.17","1810032O08Rik","processed_transcript"
"61175","ENSMUSG00000057286.6","St6galnac2","protein_coding"
"61175.1","ENSMUSG00000057286.6","St6galnac2","protein_coding"
"61177","ENSMUSG00000078586.3","Gm11735","unprocessed_pseudogene"
"61178","ENSMUSG00000056032.12","BC018473","antisense"
"61179","ENSMUSG00000009588.9","St6galnac1","protein_coding"
"61180","ENSMUSG00000020814.13","Mxra7","protein_coding"
"61181","ENSMUSG00000056962.11","Jmjd6","protein_coding"
"61183","ENSMUSG00000090266.10","Mettl23","protein_coding"
"61184","ENSMUSG00000034120.18","Srsf2","protein_coding"
"61185","ENSMUSG00000020818.16","Mfsd11","protein_coding"
"61186","ENSMUSG00000043857.16","Mgat5b","protein_coding"
"61187","ENSMUSG00000086902.7","Gm11728","lincRNA"
"61188","ENSMUSG00000085104.1","Gm11731","lincRNA"
"61189","ENSMUSG00000086859.4","Snhg20","lincRNA"
"61191","ENSMUSG00000104740.1","Mir6516","miRNA"
"61192","ENSMUSG00000093083.1","Gm24323","miRNA"
"61193","ENSMUSG00000087057.7","Gm11730","antisense"
"61194","ENSMUSG00000020823.16","Sec14l1","protein_coding"
"61196","ENSMUSG00000084052.1","Gm11745","processed_pseudogene"
"61197","ENSMUSG00000059248.13","Sept9","protein_coding"
"61198","ENSMUSG00000086050.1","Gm16045","antisense"
"61199","ENSMUSG00000086588.1","Gm11729","lincRNA"
"61200","ENSMUSG00000083705.2","Gm8624","transcribed_processed_pseudogene"
"61201","ENSMUSG00000085336.1","Gm11732","processed_transcript"
"61202","ENSMUSG00000110653.1","Gm34418","lincRNA"
"61203","ENSMUSG00000069588.3","Gm11733","protein_coding"
"61204","ENSMUSG00000085419.1","Gm11734","lincRNA"
"61205","ENSMUSG00000054418.6","2900041M22Rik","processed_transcript"
"61206","ENSMUSG00000025571.13","Tnrc6c","protein_coding"
"61207","ENSMUSG00000025572.17","Tmc6","protein_coding"
"61208","ENSMUSG00000050106.17","Tmc8","protein_coding"
"61209","ENSMUSG00000087486.1","Gm11723","antisense"
"61210","ENSMUSG00000087669.1","Gm11724","antisense"
"61211","ENSMUSG00000025573.4","6030468B19Rik","protein_coding"
"61212","ENSMUSG00000048277.15","Syngr2","protein_coding"
"61213","ENSMUSG00000093485.1","Gm20708","protein_coding"
"61214","ENSMUSG00000025574.13","Tk1","protein_coding"
"61215","ENSMUSG00000017718.15","Afmid","protein_coding"
"61216","ENSMUSG00000017716.15","Birc5","protein_coding"
"61217","ENSMUSG00000070330.2","Tmem235","protein_coding"
"61218","ENSMUSG00000017713.9","Tha1","protein_coding"
"61219","ENSMUSG00000085434.1","Gm11725","antisense"
"61220","ENSMUSG00000082562.1","Gm11726","processed_pseudogene"
"61221","ENSMUSG00000053113.3","Socs3","protein_coding"
"61222","ENSMUSG00000017715.11","Pgs1","protein_coding"
"61223","ENSMUSG00000098958.1","Mir6933","miRNA"
"61224","ENSMUSG00000033987.16","Dnah17","protein_coding"
"61225","ENSMUSG00000085511.1","Gm11738","antisense"
"61226","ENSMUSG00000017132.17","Cyth1","protein_coding"
"61228","ENSMUSG00000080810.1","Gm11737","processed_pseudogene"
"61229","ENSMUSG00000033909.17","Usp36","protein_coding"
"61230","ENSMUSG00000017466.9","Timp2","protein_coding"
"61231","ENSMUSG00000076433.4","Cep295nl","protein_coding"
"61232","ENSMUSG00000033880.11","Lgals3bp","protein_coding"
"61233","ENSMUSG00000025575.14","Cant1","protein_coding"
"61234","ENSMUSG00000017446.14","C1qtnf1","protein_coding"
"61235","ENSMUSG00000086514.1","Gm11747","antisense"
"61236","ENSMUSG00000087036.1","Gm11748","processed_transcript"
"61237","ENSMUSG00000033857.12","Engase","protein_coding"
"61238","ENSMUSG00000025576.17","Rbfox3","protein_coding"
"61239","ENSMUSG00000085059.1","Gm11750","lincRNA"
"61240","ENSMUSG00000077065.1","Gm25040","miRNA"
"61241","ENSMUSG00000084887.1","Gm11749","sense_intronic"
"61242","ENSMUSG00000046697.17","Enpp7","protein_coding"
"61243","ENSMUSG00000025577.7","Cbx2","protein_coding"
"61244","ENSMUSG00000025578.9","Cbx8","protein_coding"
"61245","ENSMUSG00000097614.1","Gm26508","lincRNA"
"61246","ENSMUSG00000039989.7","Cbx4","protein_coding"
"61247","ENSMUSG00000086306.1","Gm11754","lincRNA"
"61248","ENSMUSG00000086547.1","Gm11755","lincRNA"
"61249","ENSMUSG00000039976.4","Tbc1d16","protein_coding"
"61250","ENSMUSG00000097294.1","Gm26888","lincRNA"
"61251","ENSMUSG00000098704.1","Mir6934","miRNA"
"61252","ENSMUSG00000085548.1","Gm11753","sense_intronic"
"61253","ENSMUSG00000087404.1","Gm11752","lincRNA"
"61254","ENSMUSG00000039963.19","Ccdc40","protein_coding"
"61255","ENSMUSG00000025579.14","Gaa","protein_coding"
"61256","ENSMUSG00000025580.15","Eif4a3","protein_coding"
"61257","ENSMUSG00000013483.14","Card14","protein_coding"
"61258","ENSMUSG00000005043.13","Sgsh","protein_coding"
"61259","ENSMUSG00000039908.14","Slc26a11","protein_coding"
"61260","ENSMUSG00000088015.1","Mir1932","miRNA"
"61261","ENSMUSG00000070327.14","Rnf213","protein_coding"
"61262","ENSMUSG00000109408.1","A930037H05Rik","processed_transcript"
"61263","ENSMUSG00000039850.16","Endov","protein_coding"
"61264","ENSMUSG00000025582.4","Nptx1","protein_coding"
"61265","ENSMUSG00000087675.1","Gm11762","processed_transcript"
"61266","ENSMUSG00000025583.15","Rptor","protein_coding"
"61267","ENSMUSG00000083870.1","Gm11761","processed_pseudogene"
"61269","ENSMUSG00000085081.1","Rptoros","antisense"
"61270","ENSMUSG00000025371.12","Chmp6","protein_coding"
"61271","ENSMUSG00000085207.1","Gm11767","antisense"
"61272","ENSMUSG00000086924.1","Gm11766","lincRNA"
"61273","ENSMUSG00000025372.16","Baiap2","protein_coding"
"61274","ENSMUSG00000025375.15","Aatk","protein_coding"
"61275","ENSMUSG00000065600.1","Mir338","miRNA"
"61276","ENSMUSG00000105524.1","Mir3065","miRNA"
"61277","ENSMUSG00000113114.1","Gm47846","unitary_pseudogene"
"61278","ENSMUSG00000039781.14","Cep131","protein_coding"
"61279","ENSMUSG00000093075.1","Gm25948","miRNA"
"61280","ENSMUSG00000025377.14","Tepsin","protein_coding"
"61281","ENSMUSG00000078572.3","Ndufaf8","protein_coding"
"61282","ENSMUSG00000061306.16","Slc38a10","protein_coding"
"61283","ENSMUSG00000085636.1","Gm11769","processed_transcript"
"61284","ENSMUSG00000075389.3","2810410L24Rik","processed_transcript"
"61285","ENSMUSG00000086750.1","Gm11770","antisense"
"61286","ENSMUSG00000043993.6","2900052L18Rik","processed_transcript"
"61287","ENSMUSG00000039741.15","Bahcc1","protein_coding"
"61288","ENSMUSG00000085501.1","Gm11772","antisense"
"61289","ENSMUSG00000104657.1","Gm47297","miRNA"
"61290","ENSMUSG00000062825.15","Actg1","protein_coding"
"61291","ENSMUSG00000093264.1","Gm23419","miRNA"
"61292","ENSMUSG00000098955.1","Mir6935","miRNA"
"61293","ENSMUSG00000043644.4","0610009L18Rik","bidirectional_promoter_lncRNA"
"61294","ENSMUSG00000025380.2","Fscn2","protein_coding"
"61295","ENSMUSG00000025384.15","Faap100","protein_coding"
"61296","ENSMUSG00000039703.15","Nploc4","protein_coding"
"61297","ENSMUSG00000039691.10","Tspan10","protein_coding"
"61298","ENSMUSG00000025386.2","Pde6g","protein_coding"
"61299","ENSMUSG00000039670.2","Oxld1","protein_coding"
"61300","ENSMUSG00000049957.14","Ccdc137","protein_coding"
"61301","ENSMUSG00000057594.12","Arl16","protein_coding"
"61302","ENSMUSG00000025793.16","Hgs","protein_coding"
"61302.1","ENSMUSG00000025793.16","Hgs","protein_coding"
"61304","ENSMUSG00000039640.7","Mrpl12","protein_coding"
"61305","ENSMUSG00000097658.1","Gm16755","lincRNA"
"61306","ENSMUSG00000086929.1","Gm11788","antisense"
"61307","ENSMUSG00000025792.9","Slc25a10","protein_coding"
"61308","ENSMUSG00000084983.7","Gm11789","antisense"
"61309","ENSMUSG00000025127.15","Gcgr","protein_coding"
"61310","ENSMUSG00000061111.8","Mcrip1","protein_coding"
"61311","ENSMUSG00000025129.2","Ppp1r27","protein_coding"
"61312","ENSMUSG00000025130.11","P4hb","protein_coding"
"61313","ENSMUSG00000025132.13","Arhgdia","protein_coding"
"61315","ENSMUSG00000025134.2","Alyref","protein_coding"
"61316","ENSMUSG00000025135.12","Anapc11","protein_coding"
"61317","ENSMUSG00000044034.11","Npb","protein_coding"
"61318","ENSMUSG00000025137.15","Pcyt2","protein_coding"
"61319","ENSMUSG00000025138.14","Sirt7","protein_coding"
"61320","ENSMUSG00000098282.1","Mir6936","miRNA"
"61321","ENSMUSG00000051510.13","Mafg","protein_coding"
"61322","ENSMUSG00000097062.1","Gm17586","lincRNA"
"61323","ENSMUSG00000025140.15","Pycr1","protein_coding"
"61324","ENSMUSG00000025141.2","Myadml2","protein_coding"
"61325","ENSMUSG00000084822.1","Myadml2os","antisense"
"61326","ENSMUSG00000042988.10","Notum","protein_coding"
"61327","ENSMUSG00000053613.6","Notumos","antisense"
"61328","ENSMUSG00000025142.18","Aspscr1","protein_coding"
"61329","ENSMUSG00000090758.1","Gm17178","antisense"
"61330","ENSMUSG00000025144.17","Cenpx","protein_coding"
"61331","ENSMUSG00000025145.13","Lrrc45","protein_coding"
"61332","ENSMUSG00000018012.11","Rac3","protein_coding"
"61333","ENSMUSG00000039450.11","Dcxr","protein_coding"
"61334","ENSMUSG00000025150.10","Cbr2","protein_coding"
"61335","ENSMUSG00000078249.5","Hmga1b","protein_coding"
"61336","ENSMUSG00000083618.1","Gm11771","unprocessed_pseudogene"
"61337","ENSMUSG00000025158.7","Rfng","protein_coding"
"61338","ENSMUSG00000025156.17","Gps1","protein_coding"
"61339","ENSMUSG00000025155.15","Dus1l","protein_coding"
"61340","ENSMUSG00000025153.9","Fasn","protein_coding"
"61341","ENSMUSG00000048445.6","Ccdc57","protein_coding"
"61342","ENSMUSG00000087638.1","Gm11773","antisense"
"61343","ENSMUSG00000025161.16","Slc16a3","protein_coding"
"61344","ENSMUSG00000025162.17","Csnk1d","protein_coding"
"61345","ENSMUSG00000100629.1","Gm28192","antisense"
"61346","ENSMUSG00000081686.1","Gm11774","processed_pseudogene"
"61347","ENSMUSG00000086835.2","Gm11775","antisense"
"61349","ENSMUSG00000025163.6","Cd7","protein_coding"
"61350","ENSMUSG00000039364.13","Sectm1b","protein_coding"
"61351","ENSMUSG00000025165.12","Sectm1a","protein_coding"
"61352","ENSMUSG00000083137.1","Gm11792","processed_pseudogene"
"61353","ENSMUSG00000084853.1","Gm11791","lincRNA"
"61354","ENSMUSG00000082510.1","Gm11793","processed_pseudogene"
"61355","ENSMUSG00000039337.3","Tex19.2","protein_coding"
